timestamp,epoch,open,high,low,close
2025-06-20 21:28:14,1750498020.0,17244.544,17246.635,17244.513,17245.59
2025-06-20 21:31:14,1750498200.0,17243.28,17274.786,17243.194,17273.894
2025-06-20 21:50:14,1750499340.0,17255.595,17268.131,17254.954,17267.77
2025-06-20 21:50:14,1750499340.0,17255.595,17268.131,17254.954,17267.77
2025-06-20 22:16:14,1750500900.0,17271.747,17283.825,17271.499,17283.168
2025-06-20 22:16:14,1750500900.0,17271.747,17283.825,17271.499,17283.168
2025-06-20 22:55:15,1750503240.0,17283.222,17292.015,17282.452,17291.773
2025-06-20 22:55:15,1750503240.0,17283.222,17292.015,17282.452,17291.773
2025-06-21 01:23:15,1750512120.0,17214.609,17222.682,17214.609,17221.649
2025-06-21 01:23:15,1750512120.0,17214.609,17222.682,17214.609,17221.649
2025-06-21 02:09:15,1750514880.0,17175.465,17210.775,17174.853,17210.524
2025-06-21 02:09:15,1750514880.0,17175.465,17210.775,17174.853,17210.524
2025-06-21 02:38:15,1750516620.0,17181.672,17192.06,17180.833,17191.734
2025-06-21 02:38:15,1750516620.0,17181.672,17192.06,17180.833,17191.734
2025-06-21 03:17:15,1750518960.0,17152.872,17154.542,17152.395,17153.926
2025-06-21 03:17:15,1750518960.0,17152.872,17154.542,17152.395,17153.926
2025-06-21 03:19:15,1750519080.0,17152.994,17164.581,17152.613,17163.981
2025-06-21 03:19:15,1750519080.0,17152.994,17164.581,17152.613,17163.981
2025-06-21 03:30:15,1750519740.0,17153.189,17169.289,17153.006,17168.559
2025-06-21 03:30:15,1750519740.0,17153.189,17169.289,17153.006,17168.559
2025-06-21 03:39:15,1750520280.0,17160.366,17166.399,17159.941,17165.797
2025-06-21 03:39:15,1750520280.0,17160.366,17166.399,17159.941,17165.797
2025-06-21 03:49:15,1750520880.0,17156.049,17168.77,17155.852,17167.949
2025-06-21 03:49:15,1750520880.0,17156.049,17168.77,17155.852,17167.949
2025-06-21 03:52:15,1750521060.0,17165.98,17173.604,17165.181,17173.272
2025-06-21 03:52:15,1750521060.0,17165.98,17173.604,17165.181,17173.272
2025-06-21 04:09:15,1750522080.0,17156.627,17175.653,17155.726,17175.473
2025-06-21 04:09:15,1750522080.0,17156.627,17175.653,17155.726,17175.473
2025-06-21 04:38:15,1750523820.0,17145.967,17176.402,17145.54,17176.089
2025-06-21 04:38:15,1750523820.0,17145.967,17176.402,17145.54,17176.089
2025-06-21 04:45:15,1750524240.0,17170.15,17177.338,17170.127,17176.278
2025-06-21 04:45:15,1750524240.0,17170.15,17177.338,17170.127,17176.278
2025-06-21 05:07:15,1750525560.0,17154.955,17169.572,17154.377,17169.178
2025-06-21 05:07:16,1750525560.0,17154.955,17169.572,17154.377,17169.178
2025-06-21 05:20:16,1750526340.0,17156.422,17188.436,17156.15,17187.519
2025-06-21 05:20:16,1750526340.0,17156.422,17188.436,17156.15,17187.519
2025-06-21 07:19:16,1750533480.0,17065.589,17110.127,17064.6,17110.049
2025-06-21 07:19:16,1750533480.0,17065.589,17110.127,17064.6,17110.049
2025-06-21 07:31:16,1750534200.0,17098.628,17123.96,17097.823,17123.771
2025-06-21 07:31:16,1750534200.0,17098.628,17123.96,17097.823,17123.771
2025-06-21 07:40:16,1750534740.0,17115.724,17156.689,17115.271,17156.134
2025-06-21 07:40:16,1750534740.0,17115.724,17156.689,17115.271,17156.134
2025-06-21 07:55:16,1750535640.0,17141.747,17146.653,17141.545,17145.924
2025-06-21 07:55:16,1750535640.0,17141.747,17146.653,17141.545,17145.924
2025-06-21 08:12:16,1750536660.0,17130.016,17159.476,17129.917,17158.482
2025-06-21 08:12:16,1750536660.0,17130.016,17159.476,17129.917,17158.482
2025-06-21 08:43:16,1750538520.0,17127.488,17170.032,17127.002,17169.482
2025-06-21 08:43:16,1750538520.0,17127.488,17170.032,17127.002,17169.482
2025-06-21 09:06:16,1750539900.0,17146.532,17163.493,17145.648,17163.378
2025-06-21 09:06:16,1750539900.0,17146.532,17163.493,17145.648,17163.378
2025-06-21 09:13:16,1750540320.0,17157.414,17159.694,17156.881,17159.233
2025-06-21 09:13:16,1750540320.0,17157.414,17159.694,17156.881,17159.233
2025-06-21 09:57:16,1750542960.0,17182.82,17216.273,17182.813,17215.731
2025-06-21 09:57:16,1750542960.0,17182.82,17216.273,17182.813,17215.731
2025-06-21 10:20:16,1750544340.0,17193.239,17222.366,17192.016,17222.363
2025-06-21 10:20:16,1750544340.0,17193.239,17222.366,17192.016,17222.363
2025-06-21 10:22:16,1750544460.0,17221.316,17250.061,17220.912,17249.514
2025-06-21 10:22:16,1750544460.0,17221.316,17250.061,17220.912,17249.514
2025-06-21 10:33:16,1750545120.0,17239.574,17248.447,17238.886,17248.124
2025-06-21 10:33:16,1750545120.0,17239.574,17248.447,17238.886,17248.124
2025-06-21 11:04:16,1750546980.0,17216.883,17246.564,17216.21,17246.4
2025-06-21 11:04:16,1750546980.0,17216.883,17246.564,17216.21,17246.4
2025-06-21 11:44:16,1750549380.0,17206.895,17214.862,17205.976,17214.727
2025-06-21 11:44:16,1750549380.0,17206.895,17214.862,17205.976,17214.727
2025-06-21 12:45:17,1750553040.0,17181.517,17201.09,17180.83,17201.028
2025-06-21 12:45:17,1750553040.0,17181.517,17201.09,17180.83,17201.028
2025-06-21 13:19:17,1750555080.0,17167.255,17192.544,17166.626,17192.278
2025-06-21 13:19:17,1750555080.0,17167.255,17192.544,17166.626,17192.278
2025-06-21 13:25:17,1750555440.0,17186.982,17215.921,17186.867,17215.089
2025-06-21 13:25:17,1750555440.0,17186.982,17215.921,17186.867,17215.089
2025-06-21 14:08:17,1750558020.0,17178.364,17207.493,17178.015,17206.834
2025-06-21 14:08:17,1750558020.0,17178.364,17207.493,17178.015,17206.834
2025-06-21 14:16:17,1750558500.0,17199.577,17226.177,17199.013,17225.757
2025-06-21 14:16:17,1750558500.0,17199.577,17226.177,17199.013,17225.757
2025-06-21 14:17:17,1750558560.0,17225.752,17253.298,17225.335,17252.879
2025-06-21 14:17:17,1750558560.0,17225.752,17253.298,17225.335,17252.879
2025-06-21 14:17:17,1750558560.0,17225.752,17253.298,17225.335,17252.879
2025-06-21 14:17:17,1750558560.0,17225.752,17253.298,17225.335,17252.879
2025-06-21 14:18:17,1750558620.0,17252.868,17270.281,17252.568,17269.472
2025-06-21 14:18:17,1750558620.0,17252.868,17270.281,17252.568,17269.472
2025-06-21 14:18:17,1750558620.0,17252.868,17270.281,17252.568,17269.472
2025-06-21 14:18:17,1750558620.0,17252.868,17270.281,17252.568,17269.472
2025-06-21 14:33:17,1750559520.0,17255.054,17293.978,17254.365,17293.943
2025-06-21 14:33:17,1750559520.0,17255.054,17293.978,17254.365,17293.943
2025-06-21 14:34:26,1750559520.0,17255.054,17293.978,17254.365,17293.943
2025-06-21 14:52:17,1750560660.0,17274.863,17277.925,17274.764,17276.998
2025-06-21 14:52:17,1750560660.0,17274.863,17277.925,17274.764,17276.998
2025-06-21 15:50:17,1750564140.0,17241.616,17248.607,17240.928,17248.274
2025-06-21 15:50:17,1750564140.0,17241.616,17248.607,17240.928,17248.274
2025-06-21 15:50:18,1750564140.0,17241.616,17248.607,17240.928,17248.274
2025-06-21 15:58:17,1750564620.0,17240.69,17269.878,17240.54,17269.004
2025-06-21 15:58:17,1750564620.0,17240.69,17269.878,17240.54,17269.004
2025-06-21 15:58:18,1750564620.0,17240.69,17269.878,17240.54,17269.004
2025-06-21 16:05:17,1750565040.0,17262.822,17307.364,17262.275,17307.319
2025-06-21 16:05:17,1750565040.0,17262.822,17307.364,17262.275,17307.319
2025-06-21 16:05:21,1750565040.0,17262.822,17307.364,17262.275,17307.319
2025-06-21 16:15:17,1750565640.0,17298.196,17305.499,17297.878,17304.924
2025-06-21 16:15:17,1750565640.0,17298.196,17305.499,17297.878,17304.924
2025-06-21 16:15:21,1750565640.0,17298.196,17305.499,17297.878,17304.924
2025-06-21 16:25:17,1750566240.0,17295.684,17310.25,17294.99,17310.096
2025-06-21 16:25:17,1750566240.0,17295.684,17310.25,17294.99,17310.096
2025-06-21 16:25:17,1750566240.0,17295.684,17310.25,17294.99,17310.096
2025-06-21 17:23:17,1750569720.0,17250.503,17260.748,17250.492,17259.792
2025-06-21 17:23:17,1750569720.0,17250.503,17260.748,17250.492,17259.792
2025-06-21 17:23:19,1750569720.0,17250.503,17260.748,17250.492,17259.792
2025-06-21 17:39:17,1750570680.0,17244.565,17264.284,17243.946,17263.94
2025-06-21 17:39:17,1750570680.0,17244.565,17264.284,17243.946,17263.94
2025-06-21 17:39:19,1750570680.0,17244.565,17264.284,17243.946,17263.94
2025-06-21 17:41:17,1750570800.0,17262.899,17270.919,17262.187,17270.655
2025-06-21 17:41:17,1750570800.0,17262.899,17270.919,17262.187,17270.655
2025-06-21 17:41:21,1750570800.0,17262.899,17270.919,17262.187,17270.655
2025-06-21 18:01:17,1750572000.0,17250.761,17267.513,17250.162,17266.981
2025-06-21 18:01:17,1750572000.0,17250.761,17267.513,17250.162,17266.981
2025-06-21 18:01:20,1750572000.0,17250.761,17267.513,17250.162,17266.981
2025-06-21 18:02:17,1750572060.0,17266.972,17276.665,17266.278,17276.246
2025-06-21 18:02:17,1750572060.0,17266.972,17276.665,17266.278,17276.246
2025-06-21 18:16:17,1750572900.0,17262.935,17271.871,17262.77,17270.978
2025-06-21 18:16:17,1750572900.0,17262.935,17271.871,17262.77,17270.978
2025-06-21 18:16:19,1750572900.0,17262.935,17271.871,17262.77,17270.978
2025-06-21 19:38:18,1750577820.0,17207.584,17232.325,17207.249,17231.744
2025-06-21 19:38:18,1750577820.0,17207.584,17232.325,17207.249,17231.744
