timestamp,score,ganancia_estimada,porcentaje_bajistas,prediccion_futura,ema,rsi,momentum,spread,rf_spike,lstm_spike,visual_spike,ultima_direccion,accion,monto,multiplicador,exito,Q0,Q1,Q2,Q3,ema_diff
2025-06-10 21:24:00,1.2,30.64,100.0,0.8764,18028.99199532485,0.0,-0.9639999999999418,0.9359999999978754,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-0.9971334938018116
2025-06-10 21:25:00,1.2,30.75,100.0,0.8762,18027.979451415777,0.0,-1.1090000000003783,1.098999999998341,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.012543909073429
2025-06-10 21:26:00,1.2,30.88,100.0,0.8763,18026.950839377794,0.0,-1.022000000000844,1.0159999999996217,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.0286120379823842
2025-06-10 21:27:00,1.2,30.84,100.0,0.876,18025.898776773527,0.0,-1.1630000000004657,1.1450000000004366,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.052062604267121
2025-06-10 21:28:00,1.2,30.88,100.0,0.8761,18024.83349519547,0.0,-1.0339999999996508,1.026000000001659,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.065281578055874
2025-06-10 21:29:00,1.2,30.91,100.0,0.8759,18023.76437281677,0.0,-1.1120000000009895,1.070999999999913,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.0691223786998307
2025-06-10 21:30:00,1.2,30.91,100.0,0.8758,18022.689076017807,0.0,-1.0679999999993015,1.055000000000291,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.0752967989647004
2025-06-10 21:31:00,1.2,31.03,100.0,0.8755,18021.58891865651,0.0,-1.2180000000007567,1.2110000000029686,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,-1.1001573612957145
2025-06-10 21:32:00,1.19,31.24,100.0,0.8757,18020.477259596475,0.0,-1.0669999999990978,1.054000000000087,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.1116590600358904
2025-06-10 21:33:00,1.19,31.6,100.0,0.8753,18019.34872749844,0.0,-1.2409999999981665,1.2099999999991269,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,-1.1285320980350662
2025-06-10 21:34:00,1.16,33.81,96.67,0.8686,18018.73883411049,21.22487143524497,1.815999999998894,2.8960000000006403,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-0.6098933879511605
2025-06-10 21:35:00,1.14,35.69,93.33,0.8726,18018.379070768147,20.7756549593785,-1.2190000000009604,1.1929999999993015,0.0,0.0,0.0,0.0,1,2.0,200,0,0.0,0.0,0.0,0.0,-0.3597633423414663
2025-06-10 21:37:00,1.16,32.73,96.67,0.9052,18019.328060834152,10.771055753257542,-1.885999999998603,0.375,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,0.948990066004626
2025-06-10 21:38:00,1.16,31.93,96.67,0.9036,18017.796156426164,11.418511066392412,-0.949000000000524,0.9089999999996508,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.531904407987895
2025-06-10 21:39:00,1.16,31.87,96.67,0.9035,18016.45112950842,12.308526501282644,-0.9809999999997672,0.9619999999995344,0.0,0.0,0.0,0.0,3,4.0,400,0,0.0,0.0,0.0,0.0,-1.34502691774469
2025-06-10 21:40:00,1.16,31.74,96.67,0.9031,18015.202442067617,13.284564740300851,-1.1130000000011933,1.1020000000025902,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.248687440802314
2025-06-10 21:41:00,1.16,31.9,96.67,0.903,18013.995700888237,14.390997701874896,-1.128999999997177,1.120999999999185,0.0,0.0,0.0,0.0,2,3.0,300,0,0.0,0.0,0.0,0.0,-1.2067411793796057
2025-06-10 21:42:00,1.16,31.9,96.67,0.9031,18012.830841090472,15.96623879021898,-1.0400000000008731,1.032999999999447,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.16485979776553
2025-06-10 21:43:00,1.16,32.24,96.67,0.904,18011.672166349817,0.0,-1.2330000000001746,1.2099999999991269,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.1586747406545328
2025-06-10 21:44:00,1.16,32.25,96.67,0.9062,18010.52201218459,0.0,-1.050999999999476,1.0190000000002328,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.1501541652287417
2025-06-10 21:45:00,1.16,32.45,96.67,0.9062,18009.38299989216,0.0,-1.1700000000018915,1.136000000002241,0.0,0.0,0.0,0.0,1,2.0,200,0,0.0,0.0,0.0,0.0,-1.1390122924276511
2025-06-10 21:46:00,1.16,32.69,96.67,0.9068,18008.269016456732,0.0,-0.9759999999987484,0.9749999999985448,0.0,0.0,0.0,0.0,0,1.0,100,0,0.0,0.0,0.0,0.0,-1.1139834354289633
