timestamp,fecha,hora,open,high,low,close,spread,fuerza_cuerpo,fuerza_mecha,score,rsi,ema,momentum,variacion,alcista,volumen_tick,spike_real,spike_anticipado,ganancia_esperada,duracion_estimada,operacion_exitosa
1751171580,06-29-25,4:33:00,16586.304,16586.304,16585.407,16585.407,0.897,0.897,0,0,0,16589.72546,-0.912,-5.49851E-05,0,60,0,0,0,0,0
1751171640,06-29-25,4:34:00,16585.367,16585.367,16584.235,16584.235,1.132,1.132,0,0,0,16588.72719,-1.172,-7.06645E-05,0,60,0,0,0,0,0
1751171700,06-29-25,4:35:00,16584.218,16584.218,16583.358,16583.358,0.86,0.86,0,0,0,16587.75097,-0.877,-5.28815E-05,0,60,0,0,0,0,0
1751171760,06-29-25,4:36:00,16583.338,16583.338,16582.328,16582.328,1.01,1.01,0,0,0,16586.76497,-1.03,-6.21105E-05,0,60,0,0,0,0,0
1751171820,06-29-25,4:37:00,16582.317,16582.317,16581.521,16581.521,0.796,0.796,0,0,0,16585.81151,-0.807,-4.86663E-05,0,60,0,0,0,0,0
1751171880,06-29-25,4:38:00,16581.515,16581.515,16580.483,16580.483,1.032,1.032,0,0,0,16584.84289,-1.038,-6.25998E-05,0,60,0,0,0,0,0
1751171940,06-29-25,4:39:00,16580.481,16580.481,16579.479,16579.479,1.002,1.002,0,0,0,16583.86763,-1.004,-6.05531E-05,0,60,0,0,0,0,0
1751172000,06-29-25,4:40:00,16579.438,16579.438,16578.359,16578.359,1.079,1.079,0,0,0,16582.86606,-1.12,-6.75534E-05,0,60,0,0,0,0,0
1751172060,06-29-25,4:41:00,16578.322,16578.322,16577.327,16577.327,0.995,0.995,0,0,0,16581.85895,-1.032,-6.22498E-05,0,60,0,1,-15.649,3,0
1751172120,06-29-25,4:42:00,16577.322,16577.322,16576.317,16576.317,1.005,1.005,0,0,0,16580.85132,-1.01,-6.09266E-05,0,60,0,1,-16.659,2,0
1751172180,06-29-25,4:43:00,16576.314,16576.314,16575.341,16575.341,0.973,0.973,0,0,0,16579.84943,-0.976,-5.88792E-05,0,60,0,1,-17.635,1,0
1751172240,06-29-25,4:44:00,16575.327,16593.665,16574.984,16592.976,18.681,17.649,1.032,0.963117606,57.78556917,16582.23608,17.635,0.00106393,1,60,1,1,-13.148,2,0
1751172300,06-29-25,4:45:00,16592.954,16592.954,16591.99,16591.99,0.964,0.964,0,0,57.58367347,16584.00951,-0.986,-5.94227E-05,0,60,0,1,-14.134,1,0
1751172360,06-29-25,4:46:00,16591.989,16607.069,16591.919,16606.124,15.15,14.135,1.015,0.937623762,72.64308417,16588.03032,14.134,0.000851857,1,60,1,0,0,0,0
1751172420,06-29-25,4:47:00,16606.111,16606.111,16605.082,16605.082,1.029,1.029,0,0,72.42778652,16591.13062,-1.042,-6.27479E-05,0,60,0,0,0,0,0
