tick_price
18521.385
18521.381
18521.348
18521.336
18521.335
18521.333
18521.324
18521.293
18521.291
18521.273
18521.256
18521.231
18521.217
18521.186
18521.18
18521.17
18521.155
18521.149
18521.133
18521.104
18521.082
18521.061
18521.043
18521.024
18521.008
18520.987
18520.96
18520.924
18520.908
18520.891
18520.888
18520.885
18520.846
18520.838
18520.837
18520.825
18520.801
18520.764
18520.752
18520.734
18520.715
18520.711
18520.687
18520.671
18520.665
18520.663
18520.646
18520.625
18520.613
18520.596
18520.565
18520.531
18520.518
18520.503
18520.478
18520.47
18520.467
18520.431
18520.425
18520.409
18520.378
18520.34
18520.316
18520.304
18520.282
18520.281
18520.259
18520.227
18520.201
18520.192
18520.175
18520.149
18520.115
18520.079
18520.068
18520.058
18520.018
18520.004
18519.999
18519.983
18519.959
18519.897
18519.874
18519.827
18519.816
18519.79
18519.763
18519.759
18519.73
18519.707
18519.692
18519.684
18519.641
18519.622
18519.591
18519.576
18519.575
18519.56
18519.55
18519.535
18519.528
18519.515
18519.493
18519.481
18519.458
18519.445
18519.418
18519.39
18519.369
18519.345
18519.34
18519.31
18519.299
18519.293
18519.291
18519.264
18519.264
18519.262
18519.233
18519.232
18519.211
18519.165
18519.154
18519.151
18519.15
18519.134
18519.118
18519.074
18519.059
18519.039
18519.039
18519
18518.995
18518.979
18518.948
18518.937
18518.904
18518.883
18518.848
18518.842
18518.83
18518.819
18518.761
18518.742
18518.739
18518.718
18518.71
18518.677
18518.652
18518.62
18518.61
18518.574
18518.565
18518.558
18518.551
18518.533
18518.519
18518.504
18518.461
18518.408
18518.379
18518.366
18518.338
18518.305
18518.291
18518.287
18518.261
18518.255
18518.23
18518.228
18518.198
18518.169
18518.134
18518.109
18518.087
18518.069
18518.045
18518.02
18517.998
18517.976
18517.967
18517.957
18517.942
18517.922
18517.906
18517.893
18517.885
18517.862
18517.826
18517.799
18517.786
18517.775
18517.728
18517.711
18517.678
18517.666
18517.639
18517.626
18517.59
18517.57
18517.569
18517.55
18517.514
18517.489
18517.449
18517.435
18517.41
18517.372
18517.344
18517.319
18517.309
18517.285
18517.255
18517.244
18517.241
18517.232
18517.217
18517.193
18517.166
18517.149
18517.134
18517.113
18517.088
18517.074
18517.068
18517.038
18517.026
18517.006
18517.005
18516.989
18516.97
18516.92
18516.907
18516.877
18516.845
18516.816
18516.782
18516.771
18516.755
18516.745
18516.732
18516.707
18516.688
18516.668
18516.636
18516.622
18516.617
18516.605
18516.598
18516.58
18516.579
18516.575
18516.562
18516.546
18516.543
18516.518
18516.512
18516.497
18516.474
18516.459
18516.45
18516.44
18516.39
18516.371
18516.357
18516.324
18516.293
18516.27
18516.269
18516.251
18516.241
18516.22
18516.205
18516.198
18516.189
18516.161
18516.146
18516.14
18516.111
18516.109
18516.083
18516.059
18516.044
18516.04
18516.03
18516.003
18515.992
18515.988
18515.986
18515.968
18515.966
18515.965
18515.939
18515.925
18515.899
18515.868
18515.846
18515.811
18515.805
18515.791
18515.789
18515.776
18515.75
18515.716
18515.695
18515.682
18515.669
18515.66
18515.64
18515.638
18515.595
18515.589
18515.579
18515.548
18515.547
18515.537
18515.529
18515.504
18515.49
18515.455
18515.411
18515.403
18515.363
18515.354
18515.341
18515.325
18515.304
18515.3
18515.298
18515.288
18515.259
18515.259
18515.238
18515.233
18515.218
18515.179
18515.161
18515.14
18515.106
18515.06
18515.014
18515.008
18514.992
18514.98
18514.965
18514.95
18514.944
18514.933
18514.918
18514.905
18514.889
18514.857
18514.84
18514.817
18514.785
18514.784
18514.755
18514.725
18514.712
18514.687
18514.66
18514.646
18514.645
18514.619
18514.612
18514.578
18514.559
18514.538
18514.518
18514.495
18514.48
18514.476
18514.463
18514.439
18514.431
18514.424
18514.422
18514.39
18514.374
18514.369
18514.351
18514.336
18514.329
18514.312
18514.29
18514.289
18514.263
18514.262
18514.216
18514.203
18514.161
18514.136
18514.125
18514.118
18514.109
18514.064
18514.063
18514.029
18514.02
18513.998
18513.989
18513.98
18513.945
18513.928
18513.91
18513.892
18513.865
18513.847
18513.844
18513.832
18513.808
18513.798
18513.786
18513.776
18513.749
18513.725
18513.725
18513.7
18513.669
18513.64
18513.639
18513.577
18513.564
18513.545
18513.522
18513.503
18513.487
18513.485
18513.435
18513.416
18513.391
18513.38
18513.373
18513.357
18513.329
18513.289
18513.279
18513.24
18513.237
18513.228
18513.216
18513.198
18513.184
18513.168
18513.148
18513.144
18513.128
18513.086
18513.075
18513.055
18513.028
18513.005
18512.975
18512.95
18512.949
18512.941
18512.92
18512.898
18512.872
18512.863
18512.844
18512.832
18512.802
18512.794
18512.77
18512.733
18512.724
18512.693
18512.679
18512.676
18512.669
18512.638
18512.629
18512.582
18512.561
18512.532
18512.527
18512.516
18512.511
18512.506
18512.501
18512.466
18512.423
18512.416
18512.384
18512.367
18512.366
18512.35
18512.328
18512.298
18512.297
18512.276
18512.27
18512.264
18512.26
18512.255
18512.251
18512.228
18512.22
18512.219
18512.217
18512.217
18512.192
18512.168
18512.148
18512.105
18512.081
18512.041
18512.016
18511.989
18511.952
18511.947
18511.91
18511.908
18511.889
18511.855
18511.82
18511.815
18511.792
18511.76
18511.725
18511.716
18511.691
18511.67
18511.646
18511.634
18511.618
18511.597
18511.535
18511.516
18511.49
18511.488
18511.476
18511.434
18511.431
18511.423
18511.378
18511.363
18511.342
18511.32
18511.295
18511.281
18511.277
18511.271
18511.246
18511.23
18511.222
18511.208
18511.207
18511.199
18511.161
18511.146
18511.12
18511.106
18511.065
18511.061
18511.022
18510.99
18510.985
18510.984
18510.949
18510.925
18510.912
18510.877
18510.861
18510.831
18510.795
18510.763
18510.746
18510.711
18510.653
18510.622
18510.604
18510.6
18510.583
18510.549
18510.518
18510.514
18510.505
18510.495
18510.481
18510.469
18510.457
18510.448
18510.433
18510.392
18510.376
18510.376
18510.356
18510.354
18510.343
18510.305
18510.305
18510.294
18510.27
18510.255
18510.253
