tick_price
18531.495
18531.486
18531.468
18531.455
18531.42
18531.391
18531.377
18531.356
18531.334
18531.313
18531.302
18531.295
18531.291
18531.266
18531.244
18531.204
18531.188
18531.175
18531.162
18531.126
18531.117
18531.11
18531.103
18531.092
18531.067
18531.063
18531.057
18531.046
18531.014
18530.997
18530.989
18530.972
18530.931
18530.914
18530.912
18530.91
18530.89
18530.876
18530.859
18530.854
18530.837
18530.823
18530.811
18530.777
18530.764
18530.758
18530.747
18530.723
18530.7
18530.676
18530.655
18530.607
18530.576
18530.543
18530.535
18530.498
18530.486
18530.468
18530.447
18530.431
18530.395
18530.374
18530.356
18530.334
18530.331
18530.321
18530.315
18530.302
18530.29
18530.239
18530.211
18530.202
18530.167
18530.145
18530.136
18530.136
18530.124
18530.105
18530.104
18530.094
18530.078
18530.069
18530.066
18530.055
18530.024
18530.005
18529.993
18529.989
18529.954
18529.912
18529.879
18529.874
18529.839
18529.813
18529.802
18529.769
18529.739
18529.706
18529.673
18529.664
18529.647
18529.627
18529.613
18529.6
18529.569
18529.549
18529.52
18529.507
18529.493
18529.476
18529.473
18529.456
18529.454
18529.438
18529.422
18529.408
18529.396
18529.384
18529.346
18529.302
18529.295
18529.291
18529.247
18529.22
18529.209
18529.178
18529.135
18529.124
18529.112
18529.1
18529.082
18529.038
18529.009
18529.006
18528.988
18528.966
18528.946
18528.936
18528.917
18528.897
18528.886
18528.837
18528.832
18528.803
18528.755
18528.74
18528.72
18528.712
18528.711
18528.675
18528.624
18528.581
18528.564
18528.555
18528.551
18528.541
18528.523
18528.509
18528.49
18528.485
18528.482
18528.458
18528.448
18528.423
18528.421
18528.413
18528.408
18528.388
18528.367
18528.348
18528.337
18528.33
18528.313
18528.279
18528.26
18528.242
18528.222
18528.193
18528.192
18528.176
18528.144
18528.136
18528.116
18528.095
18528.091
18528.088
18528.078
18528.033
18527.978
18527.973
18527.946
18527.935
18527.891
18527.883
18527.866
18527.855
18527.845
18527.831
18527.795
18527.756
18527.743
18527.71
18527.704
18527.676
18527.658
18527.642
18527.633
18527.62
18527.613
18527.613
18527.594
18527.554
18527.548
18527.517
18527.49
18527.452
18527.436
18527.412
18527.386
18527.355
18527.343
18527.321
18527.316
18527.313
18527.303
18527.262
18527.225
18527.181
18527.164
18527.156
18527.151
18527.128
18527.088
18527.076
18527.063
18527.043
18527.04
18527.025
18527.003
18527.001
18526.993
18526.992
18526.98
18526.974
18526.952
18526.939
18526.921
18526.913
18526.91
18526.902
18526.895
18526.876
18526.854
18526.832
18526.81
18526.809
18526.785
18526.776
18526.761
18526.758
18526.745
18526.741
18526.732
18526.723
18526.715
18526.714
18526.687
18526.675
18526.657
18526.645
18526.634
18526.617
18526.604
18526.591
18526.57
18526.551
18526.508
18526.481
18526.472
18526.458
18526.44
18526.44
18526.422
18526.39
18526.362
18526.354
18526.341
18526.319
18526.282
18526.271
18526.246
18526.22
18526.2
18526.168
18526.166
18526.158
18526.152
18526.13
18526.106
18526.099
18526.079
18526.054
18526.039
18526.028
18526.002
18525.994
18525.978
18525.954
18525.914
18525.914
18525.886
18525.831
18525.814
18525.802
18525.773
18525.768
18525.739
18525.702
18525.64
18525.634
18525.629
18525.616
18525.608
18525.603
18525.582
18525.562
18525.545
18525.528
18525.48
18525.425
18525.412
18525.4
18525.4
18525.387
18525.341
18525.327
18525.323
18525.32
18525.297
18525.281
18525.245
18525.237
18525.218
18525.187
18525.162
18525.155
18525.132
18525.121
18525.092
18525.088
18525.066
18525.047
18525.027
18525.024
18525.013
18524.979
18524.979
18524.974
18524.941
18524.934
18524.913
18524.911
18524.885
18524.883
18524.859
18524.832
18524.817
18524.801
18524.78
18524.758
18524.729
18524.721
18524.707
18524.687
18524.672
18524.667
18524.634
18524.598
18524.581
18524.578
18524.52
18524.506
18524.499
18524.46
18524.425
18524.397
18524.373
18524.335
18524.329
18524.325
18524.3
18524.273
18524.257
18524.246
18524.219
18524.218
18524.176
18524.17
18524.154
18524.132
18524.099
18524.079
18524.074
18524.067
18524.04
18524.037
18524.014
18524.011
18524.002
18523.998
18523.977
18523.944
18523.925
18523.875
18523.828
18523.8
18523.786
18523.778
18523.777
18523.744
18523.719
18523.693
18523.655
18523.652
18523.652
18523.635
18523.632
18523.609
18523.596
18523.589
18523.555
18523.545
18523.544
18523.524
18523.495
18523.466
18523.444
18523.444
18523.411
18523.382
18523.353
18523.33
18523.308
18523.306
18523.298
18523.297
18523.283
18523.255
18523.204
18523.19
18523.172
18523.159
18523.129
18523.116
18523.073
18523.065
18523.025
18523.014
18523
18522.977
18522.957
18522.938
18522.931
18522.909
18522.898
18522.874
18522.871
18522.848
18522.835
18522.826
18522.815
18522.772
18522.73
18522.688
18522.663
18522.617
18522.615
18522.594
18522.583
18522.573
18522.533
18522.515
18522.506
18522.497
18522.481
18522.469
18522.451
18522.407
18522.373
18522.368
18522.348
18522.305
18522.251
18522.248
18522.234
18522.229
18522.188
18522.156
18522.132
18522.115
18522.109
18522.085
18522.081
18522.059
18522.034
18522.025
18521.993
18521.993
18521.944
18521.938
18521.931
18521.918
18521.892
18521.853
18521.826
18521.805
18521.78
18521.778
18521.728
18521.703
18521.665
18521.661
18521.647
18521.638
18521.623
18521.606
18521.587
18521.574
18521.558
18521.549
18521.545
18521.512
18521.51
18521.486
18521.46
18521.445
18521.441
18521.423
18521.422
18521.418
18521.393
18521.39
