epoch,open,high,low,close,spread,momentum,variacion,score,rsi,ema,fuerza_cuerpo,mecha_superior,mecha_inferior,fuerza_mecha,bajistas,futuro
1750145520.0,17671.547,17671.547,17670.602,17670.602,0.945,-0.974,-5.34758e-05,-6.02246e-05,59.76662912,17668.13861,0.945,0.0,0.0,0.0,1.0,-3.1239999999997963
1750145580.0,17670.568,17670.568,17669.5,17669.5,1.068,-1.102,-6.04395e-05,-6.16766e-05,59.66323559,17668.38613,1.068,0.0,0.0,0.0,1.0,-3.166000000001077
1750145640.0,17669.464,17669.464,17668.466,17668.466,0.998,-1.034,-5.64816e-05,-6.11144e-05,59.61167286,17668.40084,0.998,0.0,0.0,0.0,1.0,-3.297999999998865
1750145700.0,17668.464,17668.464,17667.478,17667.478,0.986,-0.988,-5.58056e-05,-5.75759e-05,59.75799931,17668.23305,0.986,0.0,0.0,0.0,1.0,-3.2949999999982538
1750145760.0,17667.464,17667.464,17666.334,17666.334,1.13,-1.144,-6.39594e-05,-5.80324e-05,59.52079618,17667.88776,1.13,0.0,0.0,0.0,1.0,-3.271999999997206
1750145820.0,17666.322,17666.322,17665.168,17665.168,1.154,-1.166,-6.5322e-05,-6.04016e-05,59.67355884,17667.39325,1.154,0.0,0.0,0.0,1.0,-3.0940000000009604
1750145880.0,17665.166,17665.166,17664.183,17664.183,0.983,-0.985,-5.56462e-05,-5.9443e-05,59.68560715,17666.8097,0.983,0.0,0.0,0.0,1.0,-3.3510000000023865
1750145940.0,17664.17,17664.17,17663.062,17663.062,1.108,-1.121,-6.27258e-05,-6.06918e-05,59.51223721,17666.1283,1.108,0.0,0.0,0.0,1.0,-3.338999999999942
1750146000.0,17663.044,17663.044,17662.074,17662.074,0.97,-0.988,-5.49169e-05,-6.05141e-05,59.79944515,17665.39114,0.97,0.0,0.0,0.0,1.0,-3.5800000000017462
1750146060.0,17662.068,17662.068,17660.832,17660.832,1.236,-1.242,-6.99805e-05,-6.17183e-05,0.0,17664.5622,1.236,0.0,0.0,0.0,1.0,-3.5019999999967695
1750146120.0,17660.831,17660.831,17659.723,17659.723,1.108,-1.109,-6.27377e-05,-6.12014e-05,0.0,17663.68234,1.108,0.0,0.0,0.0,1.0,-3.563000000001921
1750146180.0,17659.705,17659.705,17658.494,17658.494,1.211,-1.229,-6.85742e-05,-6.3787e-05,0.0,17662.739,1.211,0.0,0.0,0.0,1.0,-3.278999999998632
1750146240.0,17658.487,17658.487,17657.33,17657.33,1.157,-1.164,-6.55209e-05,-6.4346e-05,0.0,17661.75554,1.157,0.0,0.0,0.0,1.0,-3.213999999999942
1750146300.0,17657.328,17657.328,17656.16,17656.16,1.168,-1.17,-6.61482e-05,-6.65923e-05,0.0,17660.73816,1.168,0.0,0.0,0.0,1.0,-2.9720000000015716
1750146360.0,17656.124,17656.124,17655.215,17655.215,0.909,-0.945,-5.14836e-05,-6.28929e-05,0.0,17659.73394,0.909,0.0,0.0,0.0,1.0,-3.0750000000007276
1750146420.0,17655.2,17655.2,17654.116,17654.116,1.084,-1.099,-6.13983e-05,-6.2625e-05,0.0,17658.71249,1.084,0.0,0.0,0.0,1.0,-2.9770000000025902
1750146480.0,17654.076,17654.076,17653.188,17653.188,0.888,-0.928,-5.03e-05,-5.89702e-05,0.0,17657.70803,0.888,0.0,0.0,0.0,1.0,-2.9609999999993306
1750146540.0,17653.182,17653.182,17652.14,17652.14,1.042,-1.048,-5.90262e-05,-5.76713e-05,0.0,17656.69566,1.042,0.0,0.0,0.0,1.0,-2.8689999999987776
1750146600.0,17652.134,17652.134,17651.139,17651.139,0.995,-1.001,-5.63671e-05,-5.5715e-05,0.0,17655.68535,0.995,0.0,0.0,0.0,1.0,-2.881999999997788
1750146660.0,17651.116,17651.116,17650.227,17650.227,0.889,-0.912,-5.03651e-05,-5.54913e-05,0.0,17654.69292,0.889,0.0,0.0,0.0,1.0,-3.202999999997701
1750146720.0,17650.222,17650.222,17649.271,17649.271,0.951,-0.956,-5.38803e-05,-5.39877e-05,0.0,17653.70711,0.951,0.0,0.0,0.0,1.0,-3.263999999999214
1750146780.0,17649.254,17649.254,17648.257,17648.257,0.997,-1.014,-5.64896e-05,-5.52257e-05,0.0,17652.71617,0.997,0.0,0.0,0.0,1.0,-3.3739999999997963
1750146840.0,17648.233,17648.233,17647.024,17647.024,1.209,-1.233,-6.85054e-05,-5.71215e-05,0.0,17651.68123,1.209,0.0,0.0,0.0,1.0,-3.1860000000015134
1750146900.0,17647.012,17647.012,17646.007,17646.007,1.005,-1.017,-5.69502e-05,-5.72381e-05,0.0,17650.64954,1.005,0.0,0.0,0.0,1.0,-3.210000000002765
1750146960.0,17645.984,17645.984,17644.883,17644.883,1.101,-1.124,-6.23938e-05,-5.96439e-05,0.0,17649.60107,1.101,0.0,0.0,0.0,1.0,-3.220000000001164
1750147020.0,17644.865,17644.865,17643.838,17643.838,1.027,-1.045,-5.82039e-05,-6.05086e-05,0.0,17648.55324,1.027,0.0,0.0,0.0,1.0,-3.355999999999767
1750147080.0,17643.832,17643.832,17642.797,17642.797,1.035,-1.041,-5.86607e-05,-6.09428e-05,0.0,17647.50664,1.035,0.0,0.0,0.0,1.0,-3.378999999997177
1750147140.0,17642.783,17642.783,17641.663,17641.663,1.12,-1.134,-6.3482e-05,-5.99381e-05,0.0,17646.44416,1.12,0.0,0.0,0.0,1.0,-3.2880000000004657
1750147200.0,17641.634,17641.634,17640.482,17640.482,1.152,-1.181,-6.53001e-05,-6.16081e-05,0.0,17645.36012,1.152,0.0,0.0,0.0,1.0,-3.0859999999993306
1750147260.0,17640.46,17640.46,17639.418,17639.418,1.042,-1.064,-5.90688e-05,-6.09431e-05,0.0,17644.27973,1.042,0.0,0.0,0.0,1.0,-3.0800000000017462
1750147320.0,17639.382,17639.382,17638.375,17638.375,1.007,-1.043,-5.70882e-05,-6.072e-05,0.0,17643.20614,1.007,0.0,0.0,0.0,1.0,-3.1300000000010186
1750147380.0,17638.344,17638.344,17637.396,17637.396,0.948,-0.979,-5.37465e-05,-5.97371e-05,0.0,17642.14974,0.948,0.0,0.0,0.0,1.0,-3.105999999999767
1750147440.0,17637.375,17637.375,17636.338,17636.338,1.037,-1.058,-5.87956e-05,-5.87998e-05,0.0,17641.09314,1.037,0.0,0.0,0.0,1.0,-3.459999999999127
1750147500.0,17636.327,17636.327,17635.245,17635.245,1.082,-1.093,-6.13506e-05,-5.80099e-05,0.0,17640.02984,1.082,0.0,0.0,0.0,1.0,-3.3509999999987485
1750147560.0,17635.237,17635.237,17634.29,17634.29,0.947,-0.955,-5.36993e-05,-5.69361e-05,0.0,17638.98622,0.947,0.0,0.0,0.0,1.0,-3.6190000000024156
1750147620.0,17634.242,17634.242,17632.878,17632.878,1.364,-1.412,-7.73495e-05,-6.09883e-05,0.0,17637.87563,1.364,0.0,0.0,0.0,1.0,-3.3580000000001746
1750147680.0,17632.87,17632.87,17631.894,17631.894,0.976,-0.984,-5.53512e-05,-6.13092e-05,0.0,17636.78805,0.976,0.0,0.0,0.0,1.0,-3.486000000000786
1750147740.0,17631.882,17631.882,17630.671,17630.671,1.211,-1.223,-6.86824e-05,-6.32866e-05,0.0,17635.67594,1.211,0.0,0.0,0.0,1.0,-3.344999999997526
1750147800.0,17630.647,17630.647,17629.52,17629.52,1.127,-1.151,-6.39228e-05,-6.3801e-05,0.0,17634.55667,1.127,0.0,0.0,0.0,1.0,-3.1460000000006403
1750147860.0,17629.495,17629.495,17628.408,17628.408,1.087,-1.112,-6.1658e-05,-6.53928e-05,0.0,17633.43872,1.087,0.0,0.0,0.0,1.0,-3.0230000000010477
1750147920.0,17628.398,17628.398,17627.326,17627.326,1.072,-1.082,-6.0811e-05,-6.20851e-05,0.0,17632.32751,1.072,0.0,0.0,0.0,1.0,-2.9979999999995925
1750147980.0,17627.284,17627.284,17626.374,17626.374,0.91,-0.952,-5.16245e-05,-6.13397e-05,0.0,17631.24505,0.91,0.0,0.0,0.0,1.0,-3.191999999999098
1750148040.0,17626.356,17626.356,17625.385,17625.385,0.971,-0.989,-5.5088e-05,-5.86209e-05,0.0,17630.17958,0.971,0.0,0.0,0.0,1.0,-3.2729999999974098
1750148100.0,17625.357,17625.357,17624.328,17624.328,1.029,-1.057,-5.83818e-05,-5.75127e-05,0.0,17629.11565,1.029,0.0,0.0,0.0,1.0,-3.0390000000006694
1750148160.0,17624.321,17624.321,17623.182,17623.182,1.139,-1.146,-6.46266e-05,-5.81064e-05,0.0,17628.0368,1.139,0.0,0.0,0.0,1.0,-2.8189999999995052
1750148220.0,17623.151,17623.151,17622.112,17622.112,1.039,-1.07,-5.89565e-05,-5.77355e-05,0.0,17626.95955,1.039,0.0,0.0,0.0,1.0,-2.6929999999993015
1750148280.0,17622.107,17622.107,17621.289,17621.289,0.818,-0.823,-4.6419e-05,-5.66944e-05,0.0,17625.92854,0.818,0.0,0.0,0.0,1.0,-2.9249999999992724
1750148340.0,17621.255,17621.255,17620.363,17620.363,0.892,-0.926,-5.06207e-05,-5.58009e-05,0.0,17624.91662,0.892,0.0,0.0,0.0,1.0,-2.9140000000006694
