epoch,open,high,low,close,spread,momentum,variacion,score,rsi,ema,fuerza_cuerpo,mecha_superior,mecha_inferior,fuerza_mecha,bajistas
1750554240,17181.092,17181.092,17180.108,17180.108,0.984,-0.997,-5.72723E-05,-5.59622E-05,0,17184.4437,0.984,0,0,0,1
1750554300,17180.096,17180.096,17179.18,17179.18,0.916,-0.928,-5.33175E-05,-5.58256E-05,0,17183.48666,0.916,0,0,0,1
1750554360,17179.167,17179.167,17178.269,17178.269,0.898,-0.911,-5.22726E-05,-5.45716E-05,0,17182.538,0.898,0,0,0,1
1750554420,17178.228,17178.228,17177.304,17177.304,0.924,-0.965,-0.000053789,-5.41323E-05,0,17181.58636,0.924,0,0,0,1
1750554480,17177.282,17177.282,17176.163,17176.163,1.119,-1.141,-6.51442E-05,-5.63591E-05,0,17180.6003,1.119,0,0,0,1
1750554540,17176.142,17176.142,17175.104,17175.104,1.038,-1.059,-6.04327E-05,-5.69912E-05,0,17179.60097,1.038,0,0,0,1
1750554600,17175.098,17175.098,17174.167,17174.167,0.931,-0.937,-5.42064E-05,-0.000057169,0,17178.61297,0.931,0,0,0,1
1750554660,17174.158,17174.158,17173.103,17173.103,1.055,-1.064,-6.14295E-05,-5.90004E-05,0,17177.61116,1.055,0,0,0,1
1750554720,17173.102,17173.102,17172.077,17172.077,1.025,-1.026,-5.96864E-05,-6.01798E-05,0,17176.60495,1.025,0,0,0,1
1750554780,17172.048,17172.048,17171.188,17171.188,0.86,-0.889,-5.00814E-05,-5.71673E-05,0,17175.62005,0.86,0,0,0,1
1750554840,17171.188,17171.188,17170.079,17170.079,1.109,-1.109,-6.45849E-05,-5.79977E-05,0,17174.61259,1.109,0,0,0,1
1750554900,17170.075,17170.075,17169.157,17169.157,0.918,-0.922,-5.34651E-05,-5.78495E-05,0,17173.62066,0.918,0,0,0,1
1750554960,17169.148,17169.148,17168.23,17168.23,0.918,-0.927,-0.000053468,-5.62572E-05,0,17172.64054,0.918,0,0,0,1
1750555020,17168.216,17168.216,17167.263,17167.263,0.953,-0.967,-5.55096E-05,-5.54218E-05,0,17171.66281,0.953,0,0,0,1
1750555080,17167.255,17192.544,17166.626,17192.278,25.918,25.015,0.001457601,0.000246115,50,17175.41102,25.023,0.266,0.629,0.895,0
1750555140,17192.243,17192.243,17191.244,17191.244,0.999,-1.034,-5.81076E-05,0.00024741,50,17178.28975,0.999,0,0,0,1
1750555200,17191.231,17191.231,17190.248,17190.248,0.983,-0.996,-5.71803E-05,0.000246667,50,17180.46397,0.983,0,0,0,1
1750555260,17190.204,17190.204,17189.201,17189.201,1.003,-1.047,-5.83472E-05,0.000245691,50,17182.05252,1.003,0,0,0,1
1750555320,17189.17,17189.17,17188.073,17188.073,1.097,-1.128,-6.38193E-05,0.000244029,50,17183.14716,1.097,0,0,0,1
1750555380,17188.022,17188.022,17187.01,17187.01,1.012,-1.063,-5.88782E-05,-5.92665E-05,50,17183.84949,1.012,0,0,0,1
1750555440,17186.982,17215.921,17186.867,17215.089,29.054,28.079,0.001635366,0.000279428,50,17189.5294,28.107,0.832,0.115,0.947,0
1750555500,17215.074,17215.074,17214.166,17214.166,0.908,-0.923,-5.27445E-05,0.000280315,50,17194.00878,0.908,0,0,0,1
1750555560,17214.16,17214.16,17213.156,17213.156,1.004,-1.01,-5.83241E-05,0.00028032,50,17197.4901,1.004,0,0,0,1
1750555620,17213.125,17213.125,17212.21,17212.21,0.915,-0.946,-5.31571E-05,0.000282452,50,17200.16644,0.915,0,0,0,1
1750555680,17218.344,17218.344,17217.358,17217.358,0.986,5.148,-5.72645E-05,0.000282775,50,17203.29218,0.986,0,0,0,1
1750555740,17217.347,17217.347,17216.309,17216.309,1.038,-1.049,-0.000060288,-5.63556E-05,50,17205.65887,1.038,0,0,0,1
1750555800,17216.299,17216.299,17215.309,17215.309,0.99,-1,-5.75036E-05,-5.73075E-05,50,17207.41344,0.99,0,0,0,1
1750555860,17215.283,17215.283,17214.31,17214.31,0.973,-0.999,-5.65195E-05,-5.69466E-05,50,17208.66736,0.973,0,0,0,1
1750555920,17214.281,17214.281,17213.293,17213.293,0.988,-1.017,-5.73942E-05,-0.000057794,50,17209.50839,0.988,0,0,0,1
1750555980,17213.284,17213.284,17212.284,17212.284,1,-1.009,-5.80947E-05,-0.00005796,50,17210.01304,1,0,0,0,1
1750556040,17212.28,17212.28,17211.305,17211.305,0.975,-0.979,-5.66456E-05,-5.72315E-05,50,17210.24795,0.975,0,0,0,1
1750556100,17211.289,17211.289,17210.326,17210.326,0.963,-0.979,-5.59516E-05,-5.69211E-05,50,17210.26214,0.963,0,0,0,1
1750556160,17210.309,17210.309,17209.387,17209.387,0.922,-0.939,-5.35725E-05,-5.63317E-05,50,17210.10302,0.922,0,0,0,1
1750556220,17209.367,17209.367,17208.434,17208.434,0.933,-0.953,-5.42147E-05,-5.56958E-05,50,17209.79956,0.933,0,0,0,1
1750556280,17208.432,17208.432,17207.58,17207.58,0.852,-0.854,-4.95106E-05,-0.000053979,50,17209.39601,0.852,0,0,0,1
1750556340,17207.573,17207.573,17206.528,17206.528,1.045,-1.052,-6.07291E-05,-5.47957E-05,50,17208.87455,1.045,0,0,0,1
1750556400,17206.483,17206.483,17205.387,17205.387,1.096,-1.141,-6.36969E-05,-5.63448E-05,50,17208.24045,1.096,0,0,0,1
1750556460,17205.381,17205.381,17204.189,17204.189,1.192,-1.198,-6.92807E-05,-5.94864E-05,50,17207.50382,1.192,0,0,0,1
1750556520,17204.141,17204.141,17203.259,17203.259,0.882,-0.93,-5.12667E-05,-5.88968E-05,0,17206.73204,0.882,0,0,0,1
1750556580,17203.226,17203.226,17202.182,17202.182,1.044,-1.077,-6.06863E-05,-6.11319E-05,0,17205.90476,1.044,0,0,0,1
1750556640,17202.182,17202.182,17201.186,17201.186,0.996,-0.996,-5.78996E-05,-0.000060566,0,17205.0468,0.996,0,0,0,1
1750556700,17201.182,17201.182,17200.169,17200.169,1.013,-1.017,-5.88913E-05,-5.96049E-05,0,17204.15993,1.013,0,0,0,1
1750556760,17200.137,17200.137,17199.111,17199.111,1.026,-1.058,-5.96507E-05,-5.76789E-05,0,17203.24194,1.026,0,0,0,1
1750556820,17199.088,17199.088,17198.24,17198.24,0.848,-0.871,-4.93049E-05,-5.72866E-05,0,17202.3325,0.848,0,0,0,1
1750556880,17198.229,17198.229,17197.128,17197.128,1.101,-1.112,-6.40182E-05,-0.000057953,0,17201.38623,1.101,0,0,0,1
1750556940,17197.115,17197.115,17196.016,17196.016,1.099,-1.112,-6.39061E-05,-5.91542E-05,0,17200.40982,1.099,0,0,0,1
1750557000,17195.981,17195.981,17195.104,17195.104,0.877,-0.912,-5.10003E-05,-0.000057576,0,17199.44513,0.877,0,0,0,1
1750557060,17195.072,17195.072,17193.963,17193.963,1.109,-1.141,-6.44952E-05,-5.85449E-05,0,17198.44838,1.109,0,0,0,1
1750557120,17193.934,17193.934,17192.806,17192.806,1.128,-1.157,-6.56045E-05,-6.18049E-05,0,17197.42249,1.128,0,0,0,1
1750557180,17192.781,17192.781,17191.613,17191.613,1.168,-1.193,-6.79355E-05,-6.25883E-05,0,17196.36622,1.168,0,0,0,1
1750557240,17191.607,17191.607,17190.473,17190.473,1.134,-1.14,-6.59624E-05,-6.29996E-05,0,17195.29472,1.134,0,0,0,1
1750557300,17190.445,17190.445,17189.491,17189.491,0.954,-0.982,-5.54959E-05,-6.38987E-05,0,17194.2395,0.954,0,0,0,1
1750557360,17189.474,17189.474,17188.599,17188.599,0.875,-0.892,-5.09032E-05,-6.11803E-05,0,17193.21396,0.875,0,0,0,1
1750557420,17188.588,17188.588,17187.496,17187.496,1.092,-1.103,-6.35305E-05,-6.07655E-05,0,17192.17433,1.092,0,0,0,1
1750557480,17187.469,17187.469,17186.557,17186.557,0.912,-0.939,-5.30619E-05,-5.77908E-05,0,17191.153,0.912,0,0,0,1
1750557540,17186.534,17186.534,17185.525,17185.525,1.009,-1.032,-5.87088E-05,-5.63401E-05,0,17190.12972,1.009,0,0,0,1
1750557600,17185.488,17185.488,17184.596,17184.596,0.892,-0.929,-5.19043E-05,-5.56217E-05,0,17189.12359,0.892,0,0,0,1
1750557660,17184.563,17184.563,17183.511,17183.511,1.052,-1.085,-6.12177E-05,-5.76846E-05,0,17188.10312,1.052,0,0,0,1
1750557720,17183.5,17183.5,17182.524,17182.524,0.976,-0.987,-5.67987E-05,-5.63383E-05,0,17187.08874,0.976,0,0,0,1
1750557780,17182.517,17182.517,17181.416,17181.416,1.101,-1.108,-6.40768E-05,-5.85412E-05,0,17186.05733,1.101,0,0,0,1
1750557840,17181.407,17181.407,17180.321,17180.321,1.086,-1.095,-6.32079E-05,-5.94411E-05,0,17185.01436,1.086,0,0,0,1
1750557900,17180.283,17180.283,17179.37,17179.37,0.913,-0.951,-5.31423E-05,-5.96887E-05,0,17183.98811,0.913,0,0,0,1
1750557960,17179.364,17179.364,17178.371,17178.371,0.993,-0.999,-5.78019E-05,-5.90055E-05,0,17182.96682,0.993,0,0,0,1
1750558020,17178.364,17207.493,17178.015,17206.834,29.478,28.463,0.001657317,0.000283818,50,17187.30631,28.47,0.659,0.349,1.008,0
1750558080,17206.82,17206.82,17205.938,17205.938,0.882,-0.896,-5.12587E-05,0.000286381,50,17190.69389,0.882,0,0,0,1
1750558140,17205.908,17205.908,17204.8,17204.8,1.108,-1.138,-6.43965E-05,0.000286144,50,17193.25864,1.108,0,0,0,1
1750558200,17204.776,17204.776,17203.77,17203.77,1.006,-1.03,-5.84721E-05,0.000285078,50,17195.16979,1.006,0,0,0,1
1750558260,17203.743,17203.743,17202.816,17202.816,0.927,-0.954,-5.38836E-05,0.000285861,50,17196.56001,0.927,0,0,0,1
1750558320,17202.793,17202.793,17201.651,17201.651,1.142,-1.165,-6.63846E-05,-5.88791E-05,50,17197.48565,1.142,0,0,0,1
1750558380,17201.63,17201.63,17200.603,17200.603,1.027,-1.048,-5.97036E-05,-6.05681E-05,50,17198.05244,1.027,0,0,0,1
1750558440,17200.587,17200.587,17199.579,17199.579,1.008,-1.024,-5.86027E-05,-5.94093E-05,50,17198.32999,1.008,0,0,0,1
1750558500,17199.577,17226.177,17199.013,17225.757,27.164,26.178,0.00152213,0.000256711,50,17203.31672,26.18,0.42,0.564,0.984,0
1750558500,17225.849,17225.849,17225.757,17225.757,0.092,26.178,-5.34081E-06,-4.87831E-05,50,17203.31672,0.092,0,0,0,1
1750558560,17225.752,17253.298,17225.335,17252.879,27.963,27.122,0.001574793,0.000582447,50,17212.32805,27.127,0.419,0.417,0.836,0
1750558560,17225.752,17253.298,17225.335,17252.879,27.963,27.122,0.001574793,0.000276952,50,17212.32805,27.127,0.419,0.417,0.836,0
1750558620,17252.868,17270.281,17252.568,17269.472,17.713,16.593,0.000962391,0.000788202,50,17222.71786,16.604,0.809,0.3,1.109,0
1750558620,17252.868,17270.281,17252.568,17269.472,17.713,16.593,0.000962391,0.000482707,50,17222.71786,16.604,0.809,0.3,1.109,0
1750558680,17269.471,17269.471,17268.651,17268.651,0.82,-0.821,-4.74826E-05,0.000790646,50,17231.06934,0.82,0,0,0,1
1750558680,17269.471,17269.471,17268.651,17268.651,0.82,-0.821,-4.74826E-05,0.000485152,50,17231.06934,0.82,0,0,0,1
1750558740,17268.649,17268.649,17267.729,17267.729,0.92,-0.922,-5.32757E-05,0.000791711,50,17237.73473,0.92,0,0,0,1
1750558740,17268.649,17268.649,17267.729,17267.729,0.92,-0.922,-5.32757E-05,0.000486217,50,17237.73473,0.92,0,0,0,1
1750558800,17267.705,17267.705,17266.769,17266.769,0.936,-0.96,-5.42052E-05,0.000476444,50,17243.01369,0.936,0,0,0,1
1750558800,17267.705,17267.705,17266.769,17266.769,0.936,-0.96,-5.42052E-05,0.000476444,50,17243.01369,0.936,0,0,0,1
1750558860,17266.743,17266.743,17265.634,17265.634,1.109,-1.135,-6.42275E-05,0.00014864,50,17247.12647,1.109,0,0,0,1
1750558920,17265.578,17265.578,17264.59,17264.59,0.988,-1.044,-5.72237E-05,-0.000055283,50,17250.30166,0.988,0,0,0,1
1750558920,17265.578,17265.578,17264.59,17264.59,0.988,-1.044,-5.72237E-05,-0.000055283,50,17250.30166,0.988,0,0,0,1
1750558980,17264.579,17264.579,17263.569,17263.569,1.01,-1.021,-5.85013E-05,-5.74867E-05,50,17252.7139,1.01,0,0,0,1
1750558980,17264.579,17264.579,17263.569,17263.569,1.01,-1.021,-5.85013E-05,-5.74867E-05,50,17252.7139,1.01,0,0,0,1
1750559040,17263.535,17263.535,17262.498,17262.498,1.037,-1.071,-6.00688E-05,-5.88453E-05,50,17254.49283,1.037,0,0,0,1
1750559040,17263.535,17263.535,17262.498,17262.498,1.037,-1.071,-6.00688E-05,-5.88453E-05,50,17254.49283,1.037,0,0,0,1
1750559100,17262.496,17262.496,17261.48,17261.48,1.016,-1.018,-5.88559E-05,-5.97754E-05,50,17255.76322,1.016,0,0,0,1
1750559100,17262.496,17262.496,17261.48,17261.48,1.016,-1.018,-5.88559E-05,-5.97754E-05,50,17255.76322,1.016,0,0,0,1
1750559160,17261.456,17261.456,17260.437,17260.437,1.019,-1.043,-5.90333E-05,-5.87366E-05,50,17256.613,1.019,0,0,0,1
1750559160,17261.456,17261.456,17260.437,17260.437,1.019,-1.043,-5.90333E-05,-5.87366E-05,50,17256.613,1.019,0,0,0,1
1750559220,17260.435,17260.435,17259.438,17259.438,0.997,-0.999,-5.77622E-05,-5.88443E-05,50,17257.12664,0.997,0,0,0,1
1750559220,17260.435,17260.435,17259.438,17259.438,0.997,-0.999,-5.77622E-05,-5.88443E-05,50,17257.12664,0.997,0,0,0,1
1750559280,17259.426,17259.426,17258.299,17258.299,1.127,-1.139,-6.52977E-05,-6.02036E-05,50,17257.33979,1.127,0,0,0,1
1750559280,17259.426,17259.426,17258.299,17258.299,1.127,-1.139,-6.52977E-05,-6.02036E-05,50,17257.33979,1.127,0,0,0,1
1750559340,17258.297,17258.297,17257.239,17257.239,1.058,-1.06,-6.13038E-05,-6.04506E-05,50,17257.32147,1.058,0,0,0,1
1750559340,17258.297,17258.297,17257.239,17257.239,1.058,-1.06,-6.13038E-05,-6.04506E-05,50,17257.32147,1.058,0,0,0,1
1750559400,17257.208,17257.208,17256.238,17256.238,0.97,-1.001,-5.62084E-05,-5.99211E-05,50,17257.12447,0.97,0,0,0,1
1750559400,17257.208,17257.208,17256.238,17256.238,0.97,-1.001,-5.62084E-05,-5.99211E-05,50,17257.12447,0.97,0,0,0,1
1750559460,17256.209,17256.209,17255.079,17255.079,1.13,-1.159,-6.54837E-05,-6.12111E-05,0,17256.75257,1.13,0,0,0,1
1750559460,17256.209,17256.209,17255.079,17255.079,1.13,-1.159,-6.54837E-05,-6.12111E-05,0,17256.75257,1.13,0,0,0,1
1750559520,17255.054,17293.978,17254.365,17293.943,39.613,38.864,0.002253774,0.000401096,50,17263.51447,38.889,0.035,0.689,0.724,0
1750559640,17292.785,17292.785,17291.861,17291.861,0.924,-2.082,-5.34327E-05,0.000402633,50,17268.9181,0.924,0,0,0,1
1750559700,17291.849,17291.849,17290.955,17290.955,0.894,-0.906,-5.17007E-05,0.000403535,50,17272.92481,0.894,0,0,0,1
1750559760,17290.946,17290.946,17289.77,17289.77,1.176,-1.185,-6.80125E-05,0.000403029,50,17275.98757,1.176,0,0,0,1
1750559820,17289.769,17289.769,17288.681,17288.681,1.088,-1.089,-6.29274E-05,0.00040354,50,17278.29547,1.088,0,0,0,1
1750559880,17288.677,17288.677,17287.506,17287.506,1.171,-1.175,-6.77322E-05,-6.07611E-05,50,17279.97011,1.171,0,0,0,1
1750559940,17287.501,17287.501,17286.436,17286.436,1.065,-1.07,-6.16052E-05,-6.23956E-05,50,17281.14573,1.065,0,0,0,1
1750560000,17286.427,17286.427,17285.433,17285.433,0.994,-1.003,-5.75018E-05,-6.35558E-05,50,17281.92523,0.994,0,0,0,1
1750560060,17285.409,17285.409,17284.437,17284.437,0.972,-0.996,-5.62324E-05,-6.11998E-05,50,17282.38192,0.972,0,0,0,1
1750560120,17284.429,17284.429,17283.296,17283.296,1.133,-1.141,-6.55503E-05,-6.17244E-05,50,17282.54811,1.133,0,0,0,1
1750560180,17283.282,17283.282,17282.259,17282.259,1.023,-1.037,-5.91901E-05,-0.000060016,50,17282.49555,1.023,0,0,0,1
1750560240,17282.241,17282.241,17281.328,17281.328,0.913,-0.931,-5.28288E-05,-5.82607E-05,50,17282.28327,0.913,0,0,0,1
1750560360,17279.287,17279.287,17279.165,17279.165,0.122,-2.163,-7.06048E-06,-4.81724E-05,50,17281.71631,0.122,0,0,0,1
1750560420,17279.146,17279.146,17278.072,17278.072,1.074,-1.093,-6.21558E-05,-4.93571E-05,50,17281.05371,1.074,0,0,0,1
1750560480,17278.03,17278.03,17277.192,17277.192,0.838,-0.88,-4.85009E-05,-4.59472E-05,0,17280.35158,0.838,0,0,0,1
1750560540,17277.186,17277.186,17276.137,17276.137,1.049,-1.055,-6.07159E-05,-4.62524E-05,0,17279.58529,1.049,0,0,0,1
1750560600,17276.083,17276.083,17274.89,17274.89,1.193,-1.247,-0.000069055,-4.94976E-05,0,17278.7316,1.193,0,0,0,1
1750560660,17274.863,17277.925,17274.764,17276.998,3.161,2.108,0.00012359,-2.33675E-05,50,17278.4164,2.135,0.927,0.099,1.026,0
1750560720,17276.946,17276.946,17275.971,17275.971,0.975,-1.027,-5.64336E-05,-2.22231E-05,50,17277.97178,0.975,0,0,0,1
1750560780,17275.951,17275.951,17275.018,17275.018,0.933,-0.953,-5.40057E-05,-0.000023324,50,17277.43473,0.933,0,0,0,1
1750560840,17274.998,17274.998,17273.97,17273.97,1.028,-1.048,-0.000059508,-2.30825E-05,50,17276.80478,1.028,0,0,0,1
1750560900,17273.931,17273.931,17272.901,17272.901,1.03,-1.069,-5.96274E-05,-2.11969E-05,50,17276.095,1.03,0,0,0,1
1750560960,17272.882,17272.882,17271.852,17271.852,1.03,-1.049,-0.000059631,-5.78411E-05,50,17275.32355,1.03,0,0,0,1
1750561020,17271.839,17271.839,17270.533,17270.533,1.306,-1.319,-7.56144E-05,-6.16773E-05,50,17274.45254,1.306,0,0,0,1
1750561080,17270.505,17270.505,17269.513,17269.513,0.992,-1.02,-0.000057439,-0.000062364,50,17273.55444,0.992,0,0,0,1
1750561140,17269.49,17269.49,17268.45,17268.45,1.04,-1.063,-6.02218E-05,-6.25067E-05,50,17272.62636,1.04,0,0,0,1
1750561200,17268.428,17268.428,17267.365,17267.365,1.063,-1.085,-6.15574E-05,-6.28927E-05,50,17271.66975,1.063,0,0,0,1
1750561320,17265.524,17265.524,17265.524,17265.524,0,-1.841,0,-5.09665E-05,50,17270.55234,0,0,0,0,0
1750561380,17265.513,17265.513,17264.495,17264.495,1.018,-1.029,-5.89615E-05,-4.76359E-05,50,17269.45101,1.018,0,0,0,1
1750561440,17264.478,17264.478,17263.425,17263.425,1.053,-1.07,-6.09923E-05,-4.83466E-05,50,17268.35537,1.053,0,0,0,1
1750561500,17263.376,17263.376,17262.39,17262.39,0.986,-1.035,-5.71151E-05,-4.77253E-05,50,17267.27076,0.986,0,0,0,1
1750561560,17262.365,17262.365,17261.46,17261.46,0.905,-0.93,-5.24262E-05,-0.000045899,0,17266.21425,0.905,0,0,0,1
1750561620,17261.435,17261.435,17260.163,17260.163,1.272,-1.297,-7.36903E-05,-6.06371E-05,0,17265.11403,1.272,0,0,0,1
1750561680,17260.14,17260.14,17259.031,17259.031,1.109,-1.132,-6.42521E-05,-6.16952E-05,0,17264.00802,1.109,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,-2.108,-1.51241E-05,-5.25216E-05,0,17262.71984,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-4.41234E-05,0,17261.66587,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-0.000036663,0,17260.80353,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-2.49497E-05,0,17260.09798,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17259.52071,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17259.0484,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17258.66196,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17258.34579,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17258.0871,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.87544,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.70227,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.56059,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.44466,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.34981,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.27221,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.20872,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.15677,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.11427,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.07949,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.05104,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.02776,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17257.00871,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.99313,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.98038,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.96994,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.96141,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.95443,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.94871,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.94404,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.94021,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.93708,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.93452,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.93243,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.93071,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92931,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92816,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92722,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92646,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92583,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92531,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92489,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92455,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92427,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92404,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92385,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92369,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92357,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92346,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92338,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92331,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92325,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92321,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92317,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92314,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92311,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92309,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92308,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92306,0.261,0,0,0,1
1750561800,17257.184,17257.184,17256.923,17256.923,0.261,0,-1.51241E-05,-1.51241E-05,0,17256.92305,0.261,0,0,0,1
